Time,Gear,Vehicle speed km/h,Engine speed rpm,Current engine torque Nm,Actual clutch torque layer Nm,Boost pressure bar,Accelerator pedal value of the monitoring functions %,Vehicle acceleration m/s²,Exhaust pressure upstream of the turbine bar,Current speed of the turbocharger rpm,Rail pressure - actual value bar,Ambient temperature ° C,Engine temperature ° C,Transmission oil temperature ° C
314.7870,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,79118.00,888.35,31.00,88.00,65.00
314.7870,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,888.35,31.00,88.00,65.00
314.7870,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
314.7870,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
314.7870,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
314.7870,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,91.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1490.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,279.25,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,259.90,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.48,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.17,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,2.81,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,110746.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1050.67,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
315.4710,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,92.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1542.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,334.64,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,317.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.91,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,50.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.56,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,3.17,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,140448.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,1084.46,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.1510,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,94.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1558.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,196.28,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,179.50,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.77,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,41.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.37,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.63,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,132437.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,968.87,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
316.8170,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
316.8180,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
316.8180,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,95.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1428.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,8.59,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.57,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.20,0.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,0.28,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.57,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,117597.00,425.27,31.00,88.00,65.00
317.5010,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,425.27,31.00,88.00,65.00
317.5020,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
317.5020,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
317.5020,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
317.5020,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1458.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,-4.91,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,0.00,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.20,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,16.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,-0.30,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,1.33,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,82979.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,430.49,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.1840,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,94.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1496.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,249.26,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,229.10,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.33,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,46.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.25,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,2.47,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,97040.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1031.68,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
318.8530,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,95.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1545.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,323.54,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,303.90,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,0.75,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,52.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.32,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,3.07,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,130999.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1078.55,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
319.5150,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,96.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1650.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,359.36,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,343.30,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,1.24,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,56.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.65,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.34,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,160227.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,1126.16,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.1980,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,97.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1488.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-16.13,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.66,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,0.24,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,2.01,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,123838.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,456.17,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
320.8810,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,96.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1474.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-24.14,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.27,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.23,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.34,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,90146.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
321.5620,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,95.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1452.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,-23.80,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.10,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,0.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.43,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.24,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,67399.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,440.37,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.2480,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1449.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,7.68,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,0.00,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.05,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,21.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,-0.27,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,1.27,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,57340.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,497.18,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
322.9300,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,94.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1464.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,216.30,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,199.50,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.28,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,37.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.20,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,2.47,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,91306.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,919.16,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
323.6130,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,95.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1554.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,298.13,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,280.90,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,0.69,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,46.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.28,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,3.18,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,126009.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1079.56,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.2920,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,96.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1631.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,244.57,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,227.70,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,1.00,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,38.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.53,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,2.07,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,1.59,147478.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,1.59,120600.00,1008.88,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,1.59,120600.00,825.68,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,1.59,120600.00,825.68,31.00,88.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,1.59,120600.00,825.68,31.00,89.00,65.00
324.9620,8.00,97.00,1521.00,120.06,116.40,0.61,16.00,0.26,1.59,120600.00,825.68,31.00,89.00,65.00
